name,win,loss,nc,draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.
Jesus Pinedo,1,1,0,0,"5'10""",155lbs.,--,Southpaw,"Jun22,1996",3.23,38%,4.37,52%,2.50,100%,100%,0.0
Eric Shelton,2,4,0,0,"5'6""",125lbs.,"68""",Orthodox,"Feb02,1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2
Jordan Rinaldi,2,3,0,0,"5'10""",145lbs.,"72""",Orthodox,"Sep25,1987",1.56,35%,2.32,59%,1.45,35%,20%,1.2
Nicolae Negumereanu,0,1,0,0,"6'0""",205lbs.,"78""",Orthodox,"Sep04,1994",0.73,40%,4.67,18%,0.00,0%,40%,0.0
Tim Boetsch,12,12,0,0,"6'0""",185lbs.,"74""",Orthodox,"Jan28,1981",2.93,50%,2.90,57%,1.45,34%,59%,0.8
Zak Ottow,4,4,0,0,"5'11""",170lbs.,"72""",Orthodox,"Dec22,1986",2.63,36%,2.73,58%,0.97,29%,57%,0.4
Carlo Pedersoli Jr.,1,2,0,0,"5'11""",170lbs.,"75""",Southpaw,"Jun08,1993",4.17,37%,4.12,61%,2.91,44%,0%,0.0
Michel Prazeres,10,3,0,0,"5'6""",170lbs.,"67""",Orthodox,"Jul25,1981",2.44,47%,2.49,58%,4.11,36%,50%,0.6
Cain Velasquez,14,3,0,0,"6'1""",240lbs.,"77""",Orthodox,"Jul28,1982",6.37,57%,2.33,57%,5.13,45%,85%,0.4
Myles Jury,8,4,0,0,"5'10""",145lbs.,"73""",Orthodox,"Oct31,1988",2.94,42%,2.16,66%,2.16,55%,50%,0.3
Ashlee Evans-Smith,3,4,0,0,"5'8""",125lbs.,"67""",Orthodox,"Jul09,1987",4.86,35%,4.39,57%,1.30,25%,72%,0.0
Luke Sanders,4,3,0,0,"5'6""",135lbs.,"67""",Southpaw,"Dec12,1985",6.00,51%,4.05,54%,0.37,25%,70%,0.4
Austin Arnett,1,4,0,0,"6'0""",145lbs.,"72""",Orthodox,"Oct22,1991",4.52,41%,6.38,62%,0.44,18%,57%,0.2
Teruto Ishihara,3,5,0,1,"5'7""",135lbs.,"69""",Southpaw,"Jul23,1991",3.26,44%,3.63,53%,0.50,16%,30%,0.0
Wuliji Buren,0,3,0,0,"5'9""",135lbs.,"69""",Orthodox,"Mar01,1989",1.63,42%,2.96,56%,3.38,42%,71%,0.4
David Teymur,5,1,0,0,"5'9""",155lbs.,"73""",Southpaw,"May01,1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0
Bibulatov Magomed,1,2,0,0,"5'5""",125lbs.,"65""",Orthodox,"Aug22,1988",3.60,51%,1.83,52%,2.85,40%,75%,0.0
TJ Dillashaw,12,4,0,0,"5'6""",125lbs.,"67""",Orthodox,"Feb07,1986",5.37,41%,3.03,65%,1.68,37%,86%,1.0
Dustin Ortiz,10,6,0,0,"5'5""",125lbs.,"65""",Orthodox,"Dec25,1988",2.94,44%,2.17,56%,3.01,36%,52%,0.1
Rachael Ostovich,1,2,0,0,"5'3""",125lbs.,"62""",Orthodox,"Feb25,1991",2.32,43%,3.28,59%,3.28,100%,100%,1.3
Dennis Bermudez,10,7,0,0,"5'6""",155lbs.,"66""",Orthodox,"Dec13,1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
Te Edwards,1,2,0,0,"5'8""",155lbs.,"72""",Orthodox,"Sep11,1990",1.50,41%,4.15,44%,0.72,100%,44%,0.0
Chad Mendes,13,5,0,0,"5'6""",145lbs.,"66""",Orthodox,"May01,1985",2.78,49%,2.35,67%,4.13,55%,100%,0.3
Cat Zingano,3,4,0,0,"5'6""",145lbs.,"68""",Southpaw,"Jul01,1982",2.57,61%,1.63,47%,2.77,65%,42%,0.8
Adam Milstead,1,2,1,0,"6'3""",205lbs.,"76""",Orthodox,"Jul03,1987",3.85,46%,4.79,43%,0.00,0%,64%,0.0
Chris de la Rocha,1,3,0,0,"6'3""",250lbs.,"80""",Orthodox,"May15,1979",4.08,45%,6.37,43%,2.02,30%,33%,1.0
Matthew Lopez,2,4,0,0,"5'7""",135lbs.,"69""",Southpaw,"Jan21,1987",3.13,50%,3.73,55%,3.32,60%,71%,1.3
Chad Laprise,6,4,0,0,"5'10""",170lbs.,"71""",Orthodox,"Jul23,1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0
Tyson Pedro,3,3,0,0,"6'3""",205lbs.,"79""",Orthodox,"Sep17,1991",2.70,62%,2.55,48%,0.74,25%,52%,1.5
Mark Hunt,13,14,1,1,"5'10""",265lbs.,"72""",Orthodox,"Mar23,1974",2.81,43%,2.90,51%,0.51,55%,64%,0.2
Yushin Okami,16,8,0,0,"6'2""",170lbs.,"75""",Southpaw,"Jul21,1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5
Ben Nguyen,4,3,0,0,"5'5""",125lbs.,"65""",Switch,"Aug03,1988",3.51,40%,3.01,59%,0.25,33%,63%,1.0
Elias Garcia,0,2,0,0,"5'5""",125lbs.,"67""",Southpaw,"Sep13,1992",1.59,27%,5.05,50%,0.68,14%,33%,1.4
Mizuto Hirota,1,7,0,1,"5'7""",155lbs.,"67""",Orthodox,"May05,1981",3.36,40%,3.50,54%,1.36,50%,58%,0.1
Alex Gorgees,0,1,0,0,"6'2""",155lbs.,"74""",Switch,"Aug11,1995",0.67,32%,2.27,38%,0.00,0%,54%,0.0
Justin Frazier,0,1,0,0,"6'0""",265lbs.,"75""",Southpaw,"Jun15,1989",1.11,66%,6.11,4%,0.00,0%,0%,0.0
Bryan Caraway,8,6,0,0,"5'8""",135lbs.,"68""",Orthodox,"Aug04,1984",2.53,34%,3.61,54%,2.57,25%,80%,0.8
Rick Glenn,3,3,0,0,"6'0""",145lbs.,"70""",Southpaw,"Apr12,1989",4.31,42%,4.29,53%,0.67,13%,66%,0.3
Michel Batista,0,1,0,0,"6'3""",260lbs.,--,Orthodox,"Apr20,1984",0.00,0%,4.03,40%,6.72,50%,0%,0.0
Leah Letson,1,0,0,0,"5'7""",145lbs.,"71""",,"Aug21,1992",4.87,40%,3.80,63%,0.00,0%,100%,0.0
Darrell Horcher,1,3,0,0,"5'10""",155lbs.,"70""",Southpaw,"Jul28,1987",2.05,44%,4.21,39%,0.35,50%,47%,0.7
Ricky Rainey,0,2,0,0,"6'1""",170lbs.,"77""",Switch,"Jun29,1983",2.55,48%,2.62,46%,0.95,18%,55%,0.0
Rashad Coulter,1,3,0,0,"5'11""",205lbs.,"76""",Orthodox,"Nov27,1981",4.82,56%,6.68,50%,0.00,0%,62%,0.0
Hu Yaozong,0,2,0,0,"6'3""",205lbs.,"72""",Orthodox,"Apr07,1995",4.43,52%,5.23,38%,0.00,0%,0%,0.7
Santiago Ponzinibbio,9,2,0,0,"6'0""",170lbs.,"73""",Orthodox,"Sep26,1986",4.27,39%,4.02,64%,0.54,44%,60%,0.0
Yuta Sasaki,4,5,0,0,"5'10""",125lbs.,"71""",Southpaw,"Oct07,1989",2.16,41%,2.50,50%,3.03,43%,41%,1.2
Devin Powell,1,3,0,0,"6'0""",155lbs.,"73""",Orthodox,"Mar01,1988",2.88,41%,3.67,51%,0.00,0%,0%,0.6
Amanda Cooper,2,4,0,0,"5'3""",115lbs.,"64""",Switch,"Oct22,1991",3.55,44%,3.20,51%,1.53,38%,28%,1.8
John Gunther,1,1,0,0,"5'9""",155lbs.,"72""",Orthodox,"Nov24,1985",1.65,37%,3.72,46%,7.08,42%,0%,0.0
Joseph Morales,1,2,0,0,"5'6""",125lbs.,"69""",Switch,"Aug22,1994",1.58,37%,1.72,60%,0.53,50%,23%,2.6
Joby Sanchez,3,4,0,0,"5'6""",135lbs.,"68""",Orthodox,"Jun24,1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4
Jason Knight,4,5,0,0,"5'10""",145lbs.,"71""",Orthodox,"Jul14,1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7
Adam Wieczorek,2,1,0,0,"6'5""",250lbs.,"81""",Orthodox,"Feb05,1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4
Artem Lobov,2,5,0,0,"5'9""",145lbs.,"65""",Southpaw,"Aug11,1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0
Alex Garcia,5,5,0,0,"5'9""",170lbs.,"72""",Orthodox,"Jul14,1987",1.81,31%,3.03,59%,3.72,52%,66%,0.1
Thibault Gouti,1,5,0,0,"5'10""",155lbs.,"72""",Orthodox,"Feb27,1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3
Gray Maynard,11,7,1,1,"5'9""",155lbs.,"70""",Orthodox,"May09,1979",1.92,32%,2.64,66%,2.91,47%,81%,0.7
Ryan LaFlare,7,3,0,0,"6'1""",170lbs.,"74""",Southpaw,"Oct01,1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2
Luis Henrique,2,4,0,0,"6'2""",243lbs.,"74""",Orthodox,"Aug21,1993",1.81,43%,2.22,47%,3.09,36%,50%,1.0
Thales Leites,13,8,0,0,"6'1""",185lbs.,"78""",Orthodox,"Sep06,1981",2.13,40%,2.99,52%,2.10,27%,30%,1.1
Hector Lombard,3,10,1,0,"5'9""",185lbs.,"71""",Southpaw,"Feb02,1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5
Alex Chambers,1,4,0,0,"5'3""",115lbs.,"63""",Southpaw,"Oct25,1978",2.97,54%,5.10,50%,2.31,41%,53%,1.0
Khalid Murtazaliev,1,0,0,0,"6'0""",185lbs.,"76""",Orthodox,"Jul15,1993",4.80,69%,0.40,78%,7.50,100%,33%,0.0
CB Dollaway,11,9,0,0,"6'2""",185lbs.,"76""",Orthodox,"Aug10,1983",2.65,47%,2.58,54%,3.55,54%,62%,1.2
Kajan Johnson,4,3,0,0,"5'11""",155lbs.,"75""",Orthodox,"Apr21,1984",2.47,42%,1.59,64%,1.54,37%,62%,0.2
Jordan Johnson,4,0,0,0,"6'2""",205lbs.,"79""",Orthodox,"Nov18,1988",3.45,47%,2.64,53%,3.25,42%,100%,1.2
Adam Yandiev,0,1,0,0,"5'9""",185lbs.,"74""",Orthodox,"Aug07,1988",0.18,8%,6.14,36%,0.00,0%,25%,0.0
Stefan Sekulic,0,1,0,0,"6'0""",170lbs.,"75""",Southpaw,"Feb12,1992",1.47,37%,2.40,57%,1.00,20%,33%,0.0
Terrion Ware,0,4,0,0,"5'8""",135lbs.,"71""",Orthodox,"Mar31,1986",4.02,32%,6.07,50%,0.50,22%,44%,0.0
Craig White,0,2,0,0,"6'2""",170lbs.,"76""",Orthodox,"Jul01,1990",1.23,40%,3.28,39%,0.00,0%,50%,0.8
Jarred Brooks,2,2,0,0,"5'3""",125lbs.,"62""",Switch,"May02,1993",2.12,46%,1.66,62%,4.54,57%,69%,0.6
Robert Sanchez,1,2,0,0,"5'6""",125lbs.,"66""",Orthodox,"Mar05,1986",0.96,40%,1.78,46%,3.61,62%,50%,0.7
Jake Ellenberger,10,11,0,0,"5'9""",170lbs.,"71""",Orthodox,"Mar28,1985",2.47,39%,2.83,60%,2.04,47%,86%,0.4
John Moraga,8,6,0,0,"5'6""",125lbs.,"66""",Orthodox,"Mar20,1984",2.57,43%,2.55,56%,0.62,23%,44%,1.1
Tim Williams,0,2,0,0,"6'2""",185lbs.,"76""",Orthodox,"Jul03,1986",3.07,38%,3.55,48%,1.81,40%,100%,0.0
Iuri Alcantara,11,7,1,0,"5'9""",135lbs.,"71""",Southpaw,"Aug04,1980",2.72,45%,2.79,49%,1.44,62%,60%,0.8
George Sullivan,3,4,0,0,"6'0""",170lbs.,"73""",Orthodox,"Mar13,1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
Kalindra Faria,0,3,0,0,"5'7""",125lbs.,--,Switch,"Jul23,1986",2.23,56%,1.44,45%,1.31,66%,20%,0.7
Jon Tuck,4,5,0,0,"5'11""",155lbs.,"73""",Orthodox,"Aug28,1984",3.00,40%,3.74,60%,0.42,33%,50%,1.0
Demetrious Johnson,17,3,0,1,"5'3""",125lbs.,"66""",Orthodox,"Aug13,1986",3.43,54%,1.66,67%,3.35,56%,65%,0.5
Jose Torres,1,1,0,0,"5'4""",125lbs.,"65""",Orthodox,"Aug02,1992",4.37,36%,9.84,50%,1.28,33%,75%,0.0
Danielle Taylor,2,3,0,0,"5'0""",115lbs.,"60""",Orthodox,"Oct25,1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2
Eddie Alvarez,8,4,1,0,"5'9""",155lbs.,"69""",Orthodox,"Jan11,1984",4.32,41%,4.39,55%,2.92,36%,92%,0.5
Jordan Mein,7,5,0,0,"6'0""",170lbs.,"73""",Orthodox,"Oct10,1989",3.35,44%,2.55,69%,1.56,58%,66%,0.2
Matheus Nicolau Pereira,3,1,0,0,"5'6""",125lbs.,"66""",Orthodox,"Jan06,1993",3.83,51%,2.43,70%,1.90,66%,100%,1.6
Alvaro Herrera Mendoza,1,3,0,0,"6'0""",155lbs.,"74""",Orthodox,"May14,1990",1.89,38%,3.40,55%,0.00,0%,33%,1.1
Abu Azaitar,1,0,0,0,"5'9""",185lbs.,"76""",Orthodox,"Mar10,1986",3.20,37%,1.27,57%,1.00,100%,25%,0.0
Vitor Miranda,3,4,0,0,"6'1""",185lbs.,"77""",Orthodox,"Mar10,1979",2.98,45%,2.95,58%,0.95,55%,50%,0.2
Jeremy Kimball,1,3,0,0,"6'0""",205lbs.,"72""",Switch,"Jan03,1991",2.81,46%,3.84,49%,1.41,20%,50%,0.0
Damian Stasiak,2,4,0,0,"5'5""",135lbs.,"70""",Orthodox,"Feb20,1990",1.86,36%,3.10,52%,2.64,35%,43%,0.6
Sage Northcutt,6,2,0,0,"6'0""",170lbs.,"71""",Orthodox,"Mar01,1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6
Justin Scoggins,4,5,0,0,"5'7""",125lbs.,"66""",Southpaw,"May02,1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5
Gokhan Saki,1,1,0,0,"6'0""",205lbs.,"73""",Orthodox,"Oct19,1983",7.09,58%,4.57,53%,0.00,0%,100%,0.0
Jamie Moyle,1,2,0,0,"5'1""",115lbs.,"65""",Orthodox,"Mar17,1989",4.51,51%,4.00,65%,1.00,21%,50%,0.0
Joe Giannetti,0,1,0,0,"6'0""",155lbs.,"74""",Southpaw,"Jul05,1995",1.93,38%,2.80,40%,1.00,16%,0%,0.0
Jay Cucciniello,0,1,0,0,"5'7""",155lbs.,--,Orthodox,"Jul23,1986",0.93,21%,4.73,36%,0.00,0%,71%,0.0
Barb Honchak,0,2,0,0,"5'4""",125lbs.,"65""",Orthodox,"Aug30,1979",4.04,30%,4.67,66%,0.00,0%,0%,1.3
Julian Marquez,2,1,0,0,"6'2""",185lbs.,"75""",Orthodox,"May08,1990",3.80,40%,3.33,53%,0.00,0%,52%,3.0
Richie Smullen,0,1,0,0,"5'9""",155lbs.,"68""",Orthodox,"Aug17,1991",1.98,77%,2.26,65%,8.49,66%,0%,0.0
Allan Zuniga,0,1,0,0,"5'7""",155lbs.,"70""",Orthodox,"Apr04,1992",3.93,52%,1.80,61%,0.00,0%,57%,1.0
Tyler Diamond,0,1,0,0,"5'7""",145lbs.,"69""",Orthodox,"Mar18,1991",3.40,47%,2.53,44%,3.00,75%,70%,0.0
Matt Bessette,0,2,1,0,"5'10""",145lbs.,"70""",Orthodox,"Dec28,1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
Daichi Abe,1,2,0,0,"5'11""",170lbs.,"71""",Orthodox,"Nov27,1991",3.80,33%,4.49,56%,0.33,50%,0%,0.0
Felipe Arantes,5,6,0,1,"5'8""",135lbs.,"73""",Orthodox,"Feb09,1988",2.37,45%,2.66,64%,0.93,47%,41%,0.7
Rolando Dy,1,3,0,0,"5'8""",145lbs.,"69""",Orthodox,"Aug11,1990",3.04,37%,4.47,52%,0.30,20%,68%,0.0
Shinsho Anzai,2,2,0,0,"5'7""",170lbs.,"70""",Orthodox,"Dec01,1985",3.23,58%,3.75,45%,1.83,16%,75%,0.0
Viviane Pereira,2,2,0,0,"5'1""",115lbs.,"63""",Orthodox,"Aug28,1993",2.70,30%,4.48,58%,0.25,100%,28%,0.2
Naoki Inoue,1,1,0,0,"5'9""",125lbs.,"71""",Orthodox,"Jun14,1997",3.67,35%,3.37,60%,0.00,0%,60%,2.5
Jenel Lausa,1,3,0,0,"5'5""",125lbs.,"68""",Orthodox,"Aug01,1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8
Melinda Fabian,0,1,0,1,"5'6""",125lbs.,"66""",,"Jun25,1987",4.03,41%,4.00,62%,0.00,0%,100%,0.0
Mike Jackson,1,1,0,0,"6'2""",170lbs.,--,Orthodox,"Mar22,1985",4.25,58%,1.33,75%,0.95,100%,88%,0.0
CM Punk,0,2,0,0,"6'1""",170lbs.,"73""",Orthodox,"Oct26,1978",1.10,23%,4.87,40%,0.87,11%,0%,0.0
Rashad Evans,17,8,0,1,"6'0""",205lbs.,"75""",Orthodox,"Sep25,1979",2.14,37%,2.42,63%,2.98,44%,73%,0.0
Mike Santiago,1,3,0,0,"5'10""",145lbs.,"69""",Orthodox,"Jul28,1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1
Gleison Tibau,16,12,0,0,"5'10""",155lbs.,"71""",Southpaw,"Oct07,1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
Johnny Eduardo,3,4,0,0,"5'7""",135lbs.,"71""",Orthodox,"Aug03,1978",2.89,38%,3.34,63%,0.00,0%,62%,0.5
Mads Burnell,1,2,0,0,"5'8""",145lbs.,"69""",Orthodox,"Mar06,1994",1.28,41%,2.71,51%,3.45,47%,22%,0.4
Daniel Kelly,6,4,0,0,"6'0""",185lbs.,"70""",Southpaw,"Oct31,1977",3.62,38%,4.64,61%,1.86,34%,78%,0.3
Brad Scott,3,5,0,0,"6'1""",170lbs.,"76""",Orthodox,"Jun24,1989",3.52,41%,4.31,57%,0.32,15%,63%,0.7
Diego Rivas,2,2,0,0,"5'8""",145lbs.,"69""",Orthodox,"Nov11,1991",1.37,40%,2.14,52%,1.79,60%,64%,0.9
Henry Briones,1,4,0,0,"5'8""",135lbs.,"69""",Orthodox,"Oct22,1980",3.47,42%,4.68,53%,0.00,0%,52%,0.6
Felipe Silva,1,2,0,0,"6'0""",155lbs.,"77""",Orthodox,"May08,1984",5.40,50%,1.80,59%,1.00,100%,71%,0.0
Lyoto Machida,24,8,0,0,"6'1""",185lbs.,"74""",Southpaw,"May30,1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4
Vitor Belfort,24,14,1,0,"6'0""",185lbs.,"74""",Southpaw,"Apr01,1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
Alberto Mina,3,1,0,0,"6'0""",170lbs.,"77""",Orthodox,"May02,1982",3.23,38%,3.70,47%,1.85,20%,50%,0.0
James Bochnovic,0,2,0,0,"6'4""",205lbs.,"81""",Orthodox,"Feb13,1989",0.65,26%,3.64,21%,0.00,0%,0%,0.0
Luan Chagas,1,2,0,1,"6'0""",170lbs.,"75""",Orthodox,"Jun17,1993",4.16,47%,3.19,62%,0.32,12%,85%,0.3
Patrick Williams,1,3,0,0,"5'8""",135lbs.,"73""",Orthodox,"Sep07,1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5
Bec Rawlings,2,5,0,0,"5'6""",125lbs.,"64""",Orthodox,"Feb11,1989",4.48,42%,5.66,57%,0.71,40%,68%,0.4
Tom Duquesnoy,2,1,0,0,"5'7""",135lbs.,"68""",Orthodox,"Jun21,1993",3.83,45%,5.30,62%,0.42,25%,46%,0.0
Oliver Enkamp,0,2,0,0,"6'0""",170lbs.,"77""",Switch,"Aug10,1991",2.38,36%,3.55,37%,0.87,16%,0%,0.0
Dmitry Sosnovskiy,1,0,0,0,"6'3""",240lbs.,"77""",Orthodox,"Jul06,1989",2.95,70%,2.53,35%,3.16,66%,100%,3.2
Mark Godbeer,2,2,0,0,"6'4""",240lbs.,"77""",Orthodox,"Nov22,1983",3.97,53%,3.30,54%,0.00,0%,28%,0.0
Mike Pyle,14,10,0,0,"6'0""",170lbs.,"74""",Orthodox,"Sep18,1975",2.74,45%,2.84,60%,1.80,35%,70%,1.5
Russell Doane,3,5,0,0,"5'7""",135lbs.,"70""",Orthodox,"Aug13,1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8
Albert Morales,1,4,0,1,"5'9""",135lbs.,"72""",Orthodox,"May25,1991",3.81,35%,3.96,56%,0.91,35%,70%,0.2
Brian Camozzi,0,3,0,0,"6'2""",170lbs.,"78""",Orthodox,"Jun24,1991",3.15,26%,6.39,54%,0.00,0%,0%,0.7
Joshua Burkman,6,12,1,0,"5'10""",170lbs.,"72""",Orthodox,"Apr10,1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3
Cyril Asker,2,3,0,0,"6'0""",247lbs.,"74""",Orthodox,"Dec24,1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9
Damien Brown,2,4,0,0,"5'10""",155lbs.,"68""",Orthodox,"Dec25,1984",3.66,38%,4.86,50%,0.68,27%,53%,0.7
Rob Wilkinson,0,2,0,0,"6'3""",185lbs.,"80""",Orthodox,"Feb22,1992",2.74,50%,5.66,39%,4.47,25%,0%,0.0
Jeremy Kennedy,3,1,0,0,"5'11""",145lbs.,"71""",Orthodox,"Sep16,1992",2.22,46%,2.58,47%,5.73,52%,66%,0.0
Timothy Johnson,4,3,0,0,"6'3""",265lbs.,"77""",Southpaw,"Mar13,1985",3.43,45%,3.08,44%,1.09,24%,69%,0.0
Maia Stevenson,0,1,0,0,"5'4""",115lbs.,"62""",Orthodox,"Mar19,1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0
Joe Soto,3,5,0,0,"5'6""",135lbs.,"65""",Orthodox,"Mar22,1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9
Godofredo Pepey,5,6,0,0,"5'7""",145lbs.,"73""",Orthodox,"Jul02,1987",2.32,38%,3.23,47%,0.37,7%,35%,1.5
Juliana Lima,3,4,0,0,"5'5""",115lbs.,"65""",Orthodox,"Mar15,1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0
Francimar Barroso,4,4,1,0,"6'1""",205lbs.,"75""",Orthodox,"Feb28,1980",2.77,52%,3.07,59%,2.22,24%,83%,0.0
Sabah Homasi,0,4,0,0,"6'0""",170lbs.,"72""",Orthodox,"Oct19,1988",4.98,48%,6.91,47%,2.80,50%,66%,0.0
Galore Bofando,1,1,0,0,"5'11""",170lbs.,"72""",Switch,"May22,1982",3.63,45%,3.63,54%,2.37,100%,50%,0.0
Abel Trujillo,6,4,1,0,"5'8""",155lbs.,"70""",Orthodox,"Sep18,1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4
Oluwale Bamgbose,1,4,0,0,"5'11""",185lbs.,"78""",Switch,"Aug04,1987",2.45,48%,2.70,55%,0.94,33%,37%,0.0
Erick Silva,7,8,0,0,"6'0""",170lbs.,"74""",Orthodox,"Jun21,1984",2.50,48%,4.18,49%,0.85,35%,56%,1.4
Carls John De Tomas,0,2,0,0,"5'5""",125lbs.,"71""",Southpaw,"Aug28,1996",1.74,37%,3.93,44%,1.37,33%,66%,0.0
Antonio Braga Neto,1,2,0,0,"6'3""",185lbs.,"77""",Orthodox,"Oct29,1987",1.36,33%,3.92,45%,3.07,37%,0%,0.5
Angela Magana,0,3,0,0,"5'1""",115lbs.,"65""",Orthodox,"Aug02,1983",1.53,28%,4.92,42%,0.40,25%,28%,0.4
DeAnna Bennett,0,0,0,1,"5'4""",125lbs.,"68""",Orthodox,"Nov18,1984",3.13,58%,3.27,58%,0.00,0%,0%,1.0
Christina Marks,0,1,0,0,"5'7""",125lbs.,"69""",Orthodox,"Nov08,1985",5.00,58%,3.00,64%,7.50,100%,0%,0.0
Ryan Janes,2,2,0,0,"6'3""",185lbs.,"76""",Orthodox,"Aug22,1981",7.69,48%,5.53,59%,0.35,100%,58%,0.0
Karine Gevorgyan,0,1,0,0,"5'4""",125lbs.,"63""",,"Mar09,1989",1.20,20%,1.80,76%,0.00,0%,0%,0.0
Ariel Beck,0,1,0,0,"5'6""",125lbs.,"66""",Southpaw,"Sep16,1990",4.44,34%,4.31,64%,0.00,0%,0%,0.0
Michael Bisping,23,9,0,0,"6'1""",185lbs.,"75""",Orthodox,"Feb28,1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
Wang Guan,1,0,0,0,"5'9""",145lbs.,"71""",Orthodox,"Mar14,1986",4.73,43%,3.27,60%,0.00,0%,0%,0.0
Bobby Nash,0,3,0,0,"6'0""",170lbs.,"74""",Orthodox,"Mar26,1990",3.42,37%,3.95,51%,2.37,33%,100%,1.6
Kailin Curran,1,6,0,0,"5'4""",115lbs.,"65""",Orthodox,"Apr11,1991",3.89,43%,4.75,53%,2.00,57%,61%,0.6
Bharat Kandare,0,1,0,0,"5'7""",135lbs.,"72""",Orthodox,"Jun20,1987",0.70,10%,1.88,72%,0.00,0%,0%,0.0
Bojan Velickovic,2,3,0,1,"6'0""",170lbs.,"76""",Southpaw,"Dec18,1988",2.18,34%,2.31,57%,0.67,25%,55%,0.5
Ashkan Mokhtarian,0,2,0,0,"5'6""",125lbs.,"67""",Southpaw,"Sep15,1985",1.95,43%,3.66,43%,0.54,16%,33%,0.0
Will Brooks,2,3,0,0,"5'10""",155lbs.,"72""",Orthodox,"Oct08,1986",4.26,59%,2.54,56%,2.08,51%,82%,0.3
Anthony Hamilton,3,7,0,0,"6'5""",260lbs.,"76""",Orthodox,"Apr14,1980",3.91,65%,3.02,45%,2.62,42%,78%,0.0
Nate Marquardt,14,13,0,0,"6'0""",185lbs.,"74""",Orthodox,"Apr20,1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8
Michel Quinones,0,2,0,0,"5'10""",155lbs.,"73""",Orthodox,"Dec22,1984",2.91,29%,5.98,48%,0.00,0%,36%,0.0
Marcel Fortuna,1,2,0,0,"6'1""",205lbs.,"74""",Orthodox,"Oct22,1985",3.83,46%,4.52,64%,0.45,8%,75%,0.5
Georges St-Pierre,26,2,0,0,"5'11""",185lbs.,"76""",Orthodox,"May19,1981",3.78,53%,1.40,72%,4.16,74%,83%,1.1
Johny Hendricks,15,8,0,0,"5'9""",185lbs.,"69""",Southpaw,"Sep12,1983",3.49,45%,3.99,53%,3.83,46%,63%,0.3
Hacran Dias,3,5,0,0,"5'8""",155lbs.,"69""",Orthodox,"Jun16,1984",2.08,41%,3.31,55%,2.50,39%,76%,0.5
Christian Colombo,0,2,0,1,"6'5""",265lbs.,--,Orthodox,"Jul01,1980",2.76,44%,4.02,42%,0.00,0%,33%,0.0
Jonathan Wilson,1,3,0,0,"6'2""",205lbs.,"75""",Southpaw,"Jul17,1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0
Marcin Held,1,3,0,0,"5'9""",155lbs.,"71""",Orthodox,"Jan18,1992",1.41,34%,2.02,47%,2.46,46%,37%,1.3
Pearl Gonzalez,0,2,0,0,"5'4""",115lbs.,--,Orthodox,"Aug12,1986",2.23,37%,4.07,57%,1.04,11%,0%,0.5
Marco Beltran,3,3,0,0,"5'8""",125lbs.,"69""",Orthodox,"May18,1986",2.07,37%,1.93,63%,0.70,50%,46%,0.2
Takanori Gomi,17,11,1,0,"5'7""",155lbs.,"70""",Southpaw,"Sep22,1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8
Henrique da Silva,2,5,0,0,"6'3""",205lbs.,"76""",Orthodox,"Sep01,1989",3.89,60%,5.28,40%,0.25,14%,22%,0.2
Chan-Mi Jeon,0,2,0,0,"5'5""",115lbs.,--,Orthodox,"Aug28,1997",6.23,31%,7.77,55%,0.00,0%,0%,0.0
